ID,Video Duration,Video Publish Time,Days Since Publish,Day,Month,Year,Day of Week,Revenue per 1000 Views (USD),Monetized Playbacks (Estimate),Playback-Based CPM (USD),CPM (USD),Ad Impressions,Estimated AdSense Revenue (USD),DoubleClick Revenue (USD),YouTube Ads Revenue (USD),Watch Page Ads Revenue (USD),YouTube Premium (USD),Transaction Revenue (USD),Transactions,Revenue from Transactions (USD),Reactions,Chat Messages Count,Reminders Set,Stream Hours,Remix Views,Remix Count,Subscribers from Posts,New Comments,Shares,Like Rate (%),Dislikes,Likes,Unsubscribes,New Subscribers,Returned Items (USD),Unconfirmed Commissions (USD),Approved Commissions (USD),Orders,Total Sales Volume (USD),End Screen Click-Through Rate (%),End Screen Impressions,End Screen Clicks,Teaser Click-Through Rate (%),Teaser Impressions,Teaser Clicks,Card Click-Through Rate (%),Card Impressions,Card Clicks,Views per Playlist Start,Playlist Views,Playlist Watch Time (hours),Clip Watch Time (hours),Clip Views,YouTube Premium Watch Time (hours),YouTube Premium Views,Returning Viewers,New Viewers,Average Views per User,Unique Viewers,Watched (Not Skipped) (%),Feed Impressions,Average View Percentage (%),Average View Duration,Views,Watch Time (hours),Subscribers,Estimated Revenue (USD),Impressions,Video Thumbnail CTR (%)
136,659,31-08-2017 00:00,3,31,8,2017,Thursday,0.035,3813,2.379,0.84,10795,3.641,1.349,9.071,4.99,0.106,0,0,0,0,0,0,0,0,0,0,889,423,97.82,148,6647,8,121,0,0,0,0,0,0,6,0,0,0,0,0,0,0,2.2857,16,1.4183,0.4195,15,34.6529,477,0,0,0,0,0,0,40.99,270,146987,11063.0134,113,5.096,481410,10.55
137,660,02-09-2017 00:00,2,2,9,2017,Saturday,0.114,14703,2.638,1.451,26735,18.409,2.926,38.782,21.335,0.483,0,0,0,0,0,0,0,0,0,0,325,160,97.6,157,6377,6,142,0,0,0,0,0,0.45,222,1,0,0,0,0,0,0,5.5,11,1.0988,0,0,132.4342,1502,0,0,0,0,0,0,45.48,300,190708,15929.1587,136,21.818,1000192,9.74
138,570,04-09-2017 00:00,2,4,9,2017,Monday,0.015,1917,1.408,1.133,2384,1.13,0.356,2.7,1.485,0.128,0,0,0,0,0,0,0,0,0,0,436,135,97.44,114,4333,4,46,0,0,0,0,0,7.4,730,54,0,0,0,0,0,0,0,4,0.1699,0,0,36.1488,478,0,0,0,0,0,0,46.32,264,106571,7816.3055,42,1.613,460882,8.91
139,489,06-09-2017 00:00,2,6,9,2017,Wednesday,0.039,5187,1.475,1.364,5606,2.855,1.353,7.649,4.208,0.052,0,0,0,0,0,0,0,0,0,0,572,177,97.26,137,4872,4,78,0,0,0,0,0,8.25,424,35,0,0,0,0,0,0,5,5,0.3792,0,0,21.7205,362,0,0,0,0,0,0,45.15,221,110478,6803.6151,74,4.26,364786,8.7
140,628,10-09-2017 00:00,4,10,9,2017,Sunday,0.078,14655,2.748,0.909,44301,17.887,4.27,40.275,22.156,0.374,0,0,0,0,0,0,0,0,0,0,547,539,97.66,222,9264,28,535,0,0,0,0,0,13.55,9241,1252,0,0,0,0,0,0,2.2289,185,14.6208,0,0,131.2921,1679,0,0,0,0,0,0,45.07,283,290626,22848.5032,507,22.53,1568665,9.69
141,468,12-09-2017 00:00,2,12,9,2017,Tuesday,0.078,12003,0.758,0.539,16864,4.185,0.82,9.098,5.005,0.011,0,0,0,0,0,0,0,0,0,0,562,193,95.39,189,3908,3,30,0,0,0,0,0,6.33,79,5,0,0,0,0,0,0,3.6667,11,0.5166,0,0,2.2738,71,0,0,0,0,0,0,44.41,208,64203,3722.7327,27,5.016,168633,4.62
142,520,15-09-2017 00:00,3,15,9,2017,Friday,0.018,17590,1.013,0.745,23924,7.04,2.761,17.815,9.8,0.514,0,0,0,0,0,0,0,0,0,0,1121,1628,98.04,419,20908,107,1877,0,0,0,0,0,3.5,4543,159,1.81,9238,167,1.82,220,4,1.3709,2044,134.6414,0.1351,8,208.0261,3737,0,0,0,0,0,0,39.63,206,562751,32216.5972,1770,10.314,4566886,7.53
143,462,18-09-2017 00:00,3,18,9,2017,Monday,0.078,22733,1.221,0.913,30399,7.648,7.628,27.768,15.275,0.101,0,0,0,0,0,0,0,0,0,0,635,455,93.97,473,7370,28,265,0,0,0,0,0,7.76,1457,113,0,0,0,0,0,0,2,86,5.1213,0,0,36.4219,691,0,0,0,0,0,0,42.2,195,197185,10724.3274,237,15.376,788523,9.63
144,541,21-09-2017 00:00,3,21,9,2017,Thursday,0.081,18359,1.133,0.818,25440,6.655,4.787,20.798,11.441,0.057,0,0,0,0,0,0,0,0,0,0,485,153,84.99,818,4631,21,178,0,0,0,0,0,8.8,250,22,0,0,0,0,0,0,3.2,16,0.7151,0,0,22.8461,401,0,0,0,0,0,0,40.29,218,142652,8653.6076,157,11.498,530176,10.16
145,840,24-09-2017 00:00,3,24,9,2017,Sunday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1414,608,95.13,781,15243,50,880,0,0,0,0,0,5.54,2258,125,0,0,0,0,0,0,2.235,409,36.3806,0.0111,1,218.2979,2904,0,0,0,0,0,0,33.33,280,365711,28471.6783,830,0,1985225,10.56
146,570,27-09-2017 00:00,3,27,9,2017,Wednesday,0.026,12110,1.237,0.918,16328,5.496,2.745,14.981,8.241,0,0,0,0,0,0,0,0,0,0,0,515,425,95.7,429,9545,34,736,0,0,0,0,0,7.4,4746,351,0,0,0,0,0,0,2.7188,174,13.68,0,0,190.779,2750,0,0,0,0,0,0,45.45,259,320895,23096.6451,702,8.241,4801559,3.87
147,514,30-09-2017 00:00,3,30,9,2017,Saturday,0.041,12403,1.455,1.209,14921,8.538,1.388,18.041,9.926,0.376,0,0,0,0,0,0,0,0,0,0,384,313,97.24,241,8500,5,318,0,0,0,0,0,0,6,0,0,0,0,0,0,0,2,62,4.9544,0,0,129.5115,1838,0,0,0,0,0,0,47.62,245,250061,17066.2682,313,10.301,1236169,11.34
148,456,02-10-2017 00:00,2,2,10,2017,Monday,0.053,12601,1.174,0.825,17936,4.087,4.05,14.793,8.137,0.136,0,0,0,0,0,0,0,0,0,0,319,184,97.1,186,6218,8,210,0,0,0,0,0,0,9,0,0,0,0,0,0,0,3,15,0.7215,0,0,48.4409,784,0,0,0,0,0,0,47.76,218,156761,9504.9893,202,8.273,660239,11.03
149,862,06-10-2017 00:00,4,6,10,2017,Friday,0.06,16706,2.916,1.106,44064,20.619,6.184,48.722,26.803,0.702,0,0,0,0,0,0,0,0,0,0,641,745,96.8,440,13322,57,2154,0,0,0,0,0,2.54,3860,98,1.7,6395,109,3.07,163,5,2,936,98.3166,0,0,240.6848,2678,0,0,0,0,0,0,36.21,312,458985,39841.4831,2097,27.505,3477465,7.83
150,723,08-10-2017 00:00,2,8,10,2017,Sunday,0.066,25874,1.201,0.829,37487,14.841,2.261,31.086,17.102,0.929,0,0,0,0,0,0,0,0,0,0,403,165,95.81,336,7686,20,259,0,0,0,0,0,6.71,5318,357,0,0,0,0,0,0,3.2,48,4.5721,0,0,235.7332,2326,0,0,0,0,0,0,46.75,338,273998,25794.6177,239,18.031,1660904,9.77
151,951,11-10-2017 00:00,3,11,10,2017,Wednesday,0.036,17124,1.243,0.9,23647,6.957,4.749,21.28,11.706,1.091,0,0,0,0,0,0,0,0,0,0,391,340,96.25,388,9957,16,587,0,0,0,0,0,0,130,0,0,0,0,0,0,0,2.4394,322,40.0216,0,0,310.8009,2650,0,0,0,0,0,0,40.9,389,358968,38868.9573,571,12.797,2311728,8.7
152,522,14-10-2017 00:00,3,14,10,2017,Saturday,0.022,16899,0.743,0.488,25720,4.437,2.474,12.563,6.911,0.49,0,0,0,0,0,0,0,0,0,0,751,1187,97.44,277,10545,20,557,0,0,0,0,0,4.98,10381,517,0,0,0,0,0,0,1.983,349,28.5119,0.0277,7,172.0277,2241,0,0,0,0,0,0,50.99,266,339580,25154.4381,537,7.401,2207456,8.63
153,544,18-10-2017 00:00,4,18,10,2017,Wednesday,0.025,9274,0.954,0.675,13104,3.3,1.568,8.849,4.868,0,0,0,0,0,0,0,0,0,0,0,481,280,97.31,172,6230,18,186,0,0,0,0,0,0,12,0,0,0,0,0,0,0,2.7778,25,1.6146,0.0636,4,88.6252,1269,0,0,0,0,0,0,46.91,255,193306,13703.5778,168,4.868,888140,11.07
154,622,22-10-2017 00:00,4,22,10,2017,Sunday,0.035,15937,0.767,0.523,23360,4.247,2.476,12.222,6.723,0.238,0,0,0,0,0,0,0,0,0,0,415,373,97.44,169,6426,4,213,0,0,0,0,0,0,12,0,0,0,0,0,0,0,2.8333,34,2.3683,0,0,96.8042,1100,0,0,0,0,0,0,50.46,314,200147,17504.4566,209,6.961,968854,10.22
155,623,25-10-2017 00:00,3,25,10,2017,Wednesday,0.054,15126,1.553,0.628,37378,9.657,3.265,23.489,12.922,0.363,0,0,0,0,0,0,0,0,0,0,422,388,97.9,168,7830,19,272,0,0,0,0,0,25,4,1,0,0,0,0,0,0,2.619,55,4.9391,0,0,137.0141,1635,0,0,0,0,0,0,45.71,285,245452,19449.1284,253,13.285,1307814,10.53
156,404,27-10-2017 00:00,2,27,10,2017,Friday,0.092,12695,1.141,0.828,17491,5.465,2.506,14.491,7.971,0.009,0,0,0,0,0,0,0,0,0,0,393,404,97.92,77,3623,3,87,0,0,0,0,0,0,3,0,0,0,0,0,0,0,10.4683,1319,13.5478,0,0,3.204,206,0,0,0,0,0,0,27.7,112,86272,2695.4582,84,7.98,351465,6.81
157,861,30-10-2017 00:00,3,30,10,2017,Monday,0.094,23841,2.056,0.733,66877,25.784,1.183,49.019,26.967,0.915,0,0,0,0,0,0,0,0,0,0,453,299,97.97,183,8845,20,295,0,0,0,0,0,1.66,241,4,0,0,0,0,0,0,3.9444,71,8.2819,0.1197,4,281.3922,2618,0,0,0,0,0,0,42.05,362,298148,30053.0577,275,27.882,1978183,8.69
158,408,01-11-2017 00:00,2,1,11,2017,Wednesday,0.038,14773,0.909,0.657,20448,6.448,0.937,13.425,7.385,0.171,0,0,0,0,0,0,0,0,0,0,399,276,98.11,154,8006,10,200,0,0,0,0,0,0,24,0,0,0,0,0,0,0,1.7778,32,1.1285,0.0476,7,69.5924,1253,0,0,0,0,0,0,50.23,205,198219,11338.0878,190,7.556,901269,11.71
159,552,04-11-2017 00:00,3,4,11,2017,Saturday,0.056,16455,0.91,0.611,24501,7.691,0.549,14.976,8.24,0.288,0,0,0,0,0,0,0,0,0,0,314,126,97.5,124,4843,5,112,0,0,0,0,0,0,12,0,0,0,0,0,0,0,2,8,0.0313,0,0,81.1124,970,0,0,0,0,0,0,49.81,275,153405,11736.7515,107,8.527,633392,11.29
160,679,08-11-2017 00:00,4,8,11,2017,Wednesday,0.036,16645,0.653,0.414,26260,5.216,0.76,10.863,5.976,0.22,0,0,0,0,0,0,0,0,0,0,483,175,96.33,248,6515,31,348,0,0,0,0,0,0,21,0,0,0,0,0,0,0,3.3333,10,0.8092,0,0,85.8107,956,0,0,0,0,0,0,45.5,309,171251,14740.1196,317,6.196,818275,10.29
161,398,11-11-2017 00:00,3,11,11,2017,Saturday,0.024,13844,0.658,0.409,22286,4.198,0.812,9.108,5.01,0.176,0,0,0,0,0,0,0,0,0,0,352,186,97.63,171,7046,35,333,0,0,0,0,0,0,26,0,0,0,0,0,0,0,2.75,33,1.729,0,0,72.1496,1241,0,0,0,0,0,0,52.53,209,216060,12579.4367,298,5.186,1121187,10.71
162,535,14-11-2017 00:00,3,14,11,2017,Tuesday,0.029,11906,0.769,0.481,19053,4.379,0.66,9.159,5.039,0.148,0,0,0,0,0,0,0,0,0,0,542,282,97.04,191,6253,38,318,0,0,0,0,0,0,128,0,0,0,0,0,0,0,2.1538,28,1.6396,0.3646,50,40.3981,720,0,0,0,0,0,0,41.09,220,177261,10844.5248,280,5.187,727320,11.72
163,511,17-11-2017 00:00,3,17,11,2017,Friday,0.057,31019,1.15,0.796,44831,18.71,0.913,35.666,19.623,0.519,0,0,0,0,0,0,0,0,0,0,467,602,97.94,249,11811,52,818,0,0,0,0,0,0.76,262,2,0,0,0,0,0,0,2.6316,250,17.0065,0,0,180.2196,2781,0,0,0,0,0,0,46.57,238,351454,23277.5495,766,20.142,2120326,10.64
164,788,22-11-2017 00:00,5,22,11,2017,Wednesday,0.01,2583,1.59,1.31,3135,2.26,0,4.108,2.26,0.253,0,0,0,0,0,0,0,0,0,0,925,260,92.16,732,8604,80,605,0,0,0,0,0,0,44,0,0,0,0,0,0,0,2,110,9.5183,0,0,106.5854,1215,0,0,0,0,0,0,37.81,298,258393,21440.9474,525,2.513,1710274,8.16
165,530,26-11-2017 00:00,4,26,11,2017,Sunday,0.016,15151,0.811,0.494,24856,5.955,0.803,12.283,6.757,0.649,0,0,0,0,0,0,0,0,0,0,577,1404,98.16,269,14321,68,1393,0,0,0,0,0,4.46,4995,223,0,0,0,0,0,0,2.0251,806,58.1355,0.322,26,213.8044,3251,0,0,0,0,0,0,44.73,237,454370,29980.0158,1325,7.407,3479746,8.6
166,789,28-11-2017 00:00,2,28,11,2017,Tuesday,0.07,12919,1.171,0.826,18321,7.416,0.905,15.126,8.321,0,0,0,0,0,0,0,0,0,0,0,650,143,96.27,180,4651,22,279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.25,13,0.9336,0,0,16.7791,199,0,0,0,0,0,0,41.2,325,118352,10686.0278,257,8.321,537998,8.16
167,520,01-12-2017 00:00,3,1,12,2017,Friday,0.032,17339,0.743,0.457,28167,6.518,0.571,12.885,7.089,0.586,0,0,0,0,0,0,0,0,0,0,483,382,97.5,211,8239,29,422,0,0,0,0,0,9.51,1493,142,0,0,0,0,0,0,2.1071,59,3.9255,0.0855,6,109.5907,1540,0,0,0,0,0,0,47.46,247,242798,16674.6823,393,7.675,1426269,9.73
168,587,05-12-2017 00:00,4,5,12,2017,Tuesday,0.036,5821,1.333,1.072,7236,3.634,0.634,7.759,4.269,0.027,0,0,0,0,0,0,0,0,0,0,445,171,91.51,383,4126,42,269,0,0,0,0,0,0,6,0,0,0,0,0,0,0,2.1667,13,0.5656,0,0,15.6717,197,0,0,0,0,0,0,47.74,280,119680,9331.3366,227,4.296,520678,8.16
169,794,09-12-2017 00:00,4,9,12,2017,Saturday,0.055,28677,1.271,0.825,44178,19.472,0.573,36.44,20.045,1.389,0,0,0,0,0,0,0,0,0,0,695,928,97.39,317,11815,49,788,0,0,0,0,0,1.94,206,4,0,0,0,0,0,0,2.7959,274,30.5573,0.0151,5,380.6193,3640,0,0,0,0,0,0,45.61,362,390067,39275.5826,739,21.434,3203314,7.76
170,471,13-12-2017 00:00,4,13,12,2017,Wednesday,0.049,10499,0.852,0.499,17916,4.524,0.393,8.94,4.918,0.03,0,0,0,0,0,0,0,0,0,0,384,133,96.27,177,4573,25,247,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1.25,5,0.1302,0,0,16.7004,275,0,0,0,0,0,0,48.8,230,101854,6516.5852,222,4.948,487864,7.66
171,647,19-12-2017 00:00,6,19,12,2017,Tuesday,0,2,1,1,2,0.001,0,0.002,0.001,0.045,0,0,0,0,0,0,0,0,0,0,528,176,97.29,148,5306,27,277,0,0,0,0,0,0,9,0,0,0,0,0,0,0,1.6667,5,0.1978,0,0,38.312,490,0,0,0,0,0,0,45.43,294,146304,11964.8235,250,0.047,833070,8.46
172,664,22-12-2017 00:00,3,22,12,2017,Friday,0.036,5453,2.104,1.456,7878,6.312,0,11.472,6.312,0.339,0,0,0,0,0,0,0,0,0,0,419,187,96.59,211,5970,36,262,0,0,0,0,0,0.9,221,2,0,0,0,0,0,0,2.3333,14,1.1102,0,0,103.4665,1205,0,0,0,0,0,0,43.65,290,182633,14749.1061,226,6.65,1024744,9.6
173,339,26-12-2017 00:00,4,26,12,2017,Tuesday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1078,751,96.33,265,6954,28,716,0,0,0,0,0,0,6,0,0,0,0,0,0,0,7.5358,2419,20.4681,0,0,6.9981,572,0,0,0,0,0,0,19.17,65,167925,3075.3476,688,0,821442,11.11
174,460,29-12-2017 00:00,3,29,12,2017,Friday,0.001,12,1.583,1.357,14,0.01,0,0.019,0.01,0.054,0,0,0,0,0,0,0,0,0,0,304,128,97.39,120,4476,22,165,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,6,0.0682,0,0,13.814,224,0,0,0,0,0,0,48.43,223,82365,5119.3537,143,0.064,542598,6.51
175,954,31-12-2017 00:00,2,31,12,2017,Sunday,0.01,3545,1.803,1.659,3854,3.517,0,6.392,3.517,0.124,0,0,0,0,0,0,0,0,0,0,1265,1789,96.58,464,13089,49,2250,0,0,0,0,0,1.84,1955,36,0,0,0,0,0,0,6.0041,1459,79.7467,0,0,69.5695,1314,0,0,0,0,0,0,22.02,210,348563,20357.9859,2201,3.64,3156151,7.26
176,718,03-01-2018 00:00,3,3,1,2018,Wednesday,0.003,414,1.222,1.088,465,0.279,0,0.506,0.279,0.648,0,0,0,0,0,0,0,0,0,0,433,387,98.3,157,9062,36,780,0,0,0,0,0,2.06,97,2,0,0,0,0,0,0,2.3115,141,13.9016,0,0,231.5512,2398,0,0,0,0,0,0,48.18,346,316260,30477.1177,744,0.927,2699532,8.67
177,844,07-01-2018 00:00,4,7,1,2018,Sunday,0.046,12986,1.941,1.419,17769,13.868,0,25.206,13.868,1.138,0,0,0,0,0,0,0,0,0,0,577,432,97.82,221,9919,40,665,0,0,0,0,0,1.21,331,4,0,0,0,0,0,0,2.5745,121,12.3203,0,0,304.609,2979,0,0,0,0,0,0,40.15,339,327247,30840.284,625,15.006,2578752,9.65
178,453,12-01-2018 00:00,5,12,1,2018,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,470,135,96.99,157,5059,33,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0.1226,0,0,20.563,470,0,0,0,0,0,0,42.62,193,109603,5903.3718,162,0,765569,11.1
179,465,18-01-2018 00:00,6,18,1,2018,Thursday,0,6,0.667,0.571,7,0.002,0,0.004,0.002,0.027,0,0,0,0,0,0,0,0,0,0,383,150,98.09,104,5350,38,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5,11,0.6029,0.0059,4,33.6203,577,0,0,0,0,0,0,49.22,229,150614,9616.6377,173,0.029,1241616,9.14
180,482,23-01-2018 00:00,5,23,1,2018,Tuesday,0.002,193,1.544,1.447,206,0.164,0,0.298,0.164,0.092,0,0,0,0,0,0,0,0,0,0,305,94,97.94,104,4933,34,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0.2411,0,0,31.9771,504,0,0,0,0,0,0,46.07,222,116841,7236.9927,192,0.257,877715,9.93
181,740,26-01-2018 00:00,3,26,1,2018,Friday,0.001,24,1.958,1.741,27,0.026,0,0.047,0.026,0.166,0,0,0,0,0,0,0,0,0,0,469,312,97.71,140,5962,33,375,0,0,0,0,0,0,9,0,0,0,0,0,0,0,2.3333,7,0.233,0.1174,4,46.4945,501,0,0,0,0,0,0,43.27,320,131296,11677.2799,342,0.192,1088563,8.87
182,570,30-01-2018 00:00,4,30,1,2018,Tuesday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,733,670,98.64,139,10057,31,563,0,0,0,0,0,0.58,172,1,0,0,0,0,0,0,2.0769,54,4.4408,0.0032,1,154.5657,2113,0,0,0,0,0,0,45.6,260,245066,17724.089,532,0,1993632,9.41
183,507,05-02-2018 00:00,6,5,2,2018,Monday,0.001,88,1.511,1.415,94,0.073,0,0.133,0.073,0.167,0,0,0,0,0,0,0,0,0,0,535,407,97.16,230,7882,38,447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3636,26,1.5077,0,0,71.4978,1217,0,0,0,0,0,0,43.02,218,201411,12250.1813,409,0.24,1631700,9.64
184,499,11-02-2018 00:00,6,11,2,2018,Sunday,0.023,7039,1.575,1.351,8205,6.099,0,11.084,6.099,0.57,0,0,0,0,0,0,0,0,0,0,395,246,98.12,172,8964,39,430,0,0,0,0,0,1.54,130,2,0,0,0,0,0,0,1.8529,63,3.7081,0,0,192.2689,2596,0,0,0,0,0,0,51.89,259,288795,20854.0922,391,6.669,2204971,9.92
185,798,15-02-2018 00:00,4,15,2,2018,Thursday,0.003,94,1.66,1.5,104,0.086,0,0.156,0.086,0.269,0,0,0,0,0,0,0,0,0,0,434,159,93.91,290,4471,22,232,0,0,0,0,0,0,9,0,0,0,0,0,0,0,3,3,0.2311,0,0,70.6527,690,0,0,0,0,0,0,43,343,128539,12251.3513,210,0.355,1102499,8.5
186,580,19-02-2018 00:00,4,19,2,2018,Monday,0.041,5335,2.324,1.49,8322,6.823,0,12.4,6.823,0.31,0,0,0,0,0,0,0,0,0,0,569,259,98.27,118,6717,34,303,0,0,0,0,0,0,21,0,0,0,0,0,0,0,2.4,12,0.7962,0.0335,6,92.4592,1282,0,0,0,0,0,0,43.46,252,172541,12121.344,269,7.133,1383171,9.57
187,595,25-02-2018 00:00,6,25,2,2018,Sunday,0.002,201,1.274,1.164,220,0.141,0,0.256,0.141,0.55,0,0,0,0,0,0,0,0,0,0,439,436,98.55,155,10541,57,499,0,0,0,0,0,8.02,2257,181,0,0,0,0,0,0,2.0845,148,11.2646,0.052,14,208.083,2641,0,0,0,0,0,0,47.57,283,311350,24516.6959,442,0.691,2352682,10.12
188,731,02-03-2018 00:00,5,2,3,2018,Friday,0.002,359,1.476,1.406,377,0.292,0,0.53,0.292,1.233,0,0,0,0,0,0,0,0,0,0,663,1483,97.74,482,20861,197,3925,0,0,0,0,0,4.99,9698,484,2.18,17262,376,3.79,449,17,1.1921,2222,157.0046,0.1834,21,402.2404,6390,0,0,0,0,0,0,33.37,244,629864,42799.3445,3728,1.524,5556895,8.95
189,640,07-03-2018 00:00,5,7,3,2018,Wednesday,0.002,112,1.286,1.309,110,0.079,0,0.144,0.079,0.378,0,0,0,0,0,0,0,0,0,0,454,329,97.47,256,9872,49,885,0,0,0,0,0,0,15,0,0,0,0,0,0,0,2.3023,99,7.8475,0,0,158.1357,2157,0,0,0,0,0,0,41.55,266,292260,21624.0615,836,0.457,2426396,9.33
190,683,12-03-2018 00:00,5,12,3,2018,Monday,0.014,2461,1.714,1.405,3002,2.321,0,4.218,2.321,0.267,0,0,0,0,0,0,0,0,0,0,505,218,97.7,157,6680,41,314,0,0,0,0,0,0,26,0,0,0,0,0,0,0,2.7143,19,1.2622,0,0,90.7589,1224,0,0,0,0,0,0,37.31,255,183572,13012.6218,273,2.588,1410592,10.14
191,709,16-03-2018 00:00,4,16,3,2018,Friday,0,0,0,0,0,0,0,0,0,0.024,0,0,0,0,0,0,0,0,0,0,311,109,97.62,81,3321,31,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0.2151,0,0,18.8561,213,0,0,0,0,0,0,44.12,313,67664,5887.1086,109,0.024,626461,7.85
192,725,22-03-2018 00:00,6,22,3,2018,Thursday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,465,342,97.78,204,8976,61,923,0,0,0,0,0,0,27,0,0,0,0,0,0,0,2.6786,150,13.5385,0,0,306.5417,3285,0,0,0,0,0,0,44.14,320,325975,29019.8658,862,0,2901891,8.53
193,927,28-03-2018 00:00,6,28,3,2018,Wednesday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,693,136,96.25,193,4949,30,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,5,0.6797,0,0,7.6938,169,0,0,0,0,0,0,26.54,246,73816,5049.9329,186,0,926122,6.27
194,705,01-04-2018 00:00,4,1,4,2018,Sunday,0.001,0,0,0,0,0,0,0,0,0.119,0,0,0,0,0,0,0,0,0,0,447,212,97.36,145,5347,40,513,0,0,0,0,0,0,9,0,0,0,0,0,0,0,2.3333,14,1.1605,0,0,52.1779,567,0,0,0,0,0,0,44.23,312,145206,12612.0838,473,0.119,1235403,8.63
195,597,07-04-2018 00:00,6,7,4,2018,Saturday,0.049,20544,1.847,1.391,27275,20.872,0,37.935,20.872,1.123,0,0,0,0,0,0,0,0,0,0,559,694,97.2,383,13272,65,1440,0,0,0,0,0,5.14,10638,547,0,0,0,0,0,0,2.2068,523,42.5436,0.0336,7,350.3524,4270,0,0,0,0,0,0,49.27,294,447003,36523.7522,1375,21.995,3923676,8.6
196,877,13-04-2018 00:00,6,13,4,2018,Friday,0.051,24346,1.845,1.428,31449,24.709,0,44.91,24.709,2.018,0,0,0,0,0,0,0,0,0,0,445,775,97.91,297,13881,72,1763,0,0,0,0,0,2.76,15705,434,2.3,29581,680,10.71,822,88,2.3286,496,61.4636,0.0454,3,611.1957,5848,0,0,0,0,0,0,41.83,367,527343,53794.6587,1691,26.727,4986928,7.86
197,917,19-04-2018 00:00,6,19,4,2018,Thursday,0.066,23725,2.044,1.467,33047,26.68,0,48.495,26.68,2.023,0,0,0,0,0,0,0,0,0,0,376,293,98.06,244,12348,48,743,0,0,0,0,0,2.17,14420,313,0,0,0,0,0,0,2.641,309,39.8927,0.1173,20,540.9557,4839,0,0,0,0,0,0,41.87,384,432147,46138.182,695,28.703,5679808,5.74
198,569,24-04-2018 00:00,5,24,4,2018,Tuesday,0.001,27,1.519,1.367,30,0.022,0,0.041,0.022,0.153,0,0,0,0,0,0,0,0,0,0,396,202,98.48,123,7954,50,416,0,0,0,0,0,0,9,0,0,0,0,0,0,0,2.3333,35,2.563,0,0,106.5654,1376,0,0,0,0,0,0,46.59,265,216499,15971.4091,366,0.175,1732973,9.5
199,598,29-04-2018 00:00,5,29,4,2018,Sunday,0.053,13560,2.013,1.43,19082,15.017,0,27.294,15.017,0.76,0,0,0,0,0,0,0,0,0,0,539,300,98.23,178,9905,43,504,0,0,0,0,0,1.01,494,5,0,0,0,0,0,0,2.5556,69,5.812,0.15,11,227.8213,2889,0,0,0,0,0,0,46.17,276,297726,22870.1905,461,15.776,2505188,9.23
200,619,05-05-2018 00:00,6,5,5,2018,Saturday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,444,300,97.73,201,8665,43,587,0,0,0,0,0,0,84,0,0,0,0,0,0,0,2.3889,43,3.5499,0,0,202.4381,2256,0,0,0,0,0,0,51.25,317,239462,21137.6237,544,0,1925749,9.43
201,517,11-05-2018 00:00,6,11,5,2018,Friday,0.002,190,1.316,1.22,205,0.138,0,0.25,0.138,0.356,0,0,0,0,0,0,0,0,0,0,483,306,98.1,187,9646,61,627,0,0,0,0,0,0,15,0,0,0,0,0,0,0,1.617,76,5.3138,0.0804,10,136.4116,2006,0,0,0,0,0,0,46.07,238,257495,17034.9583,566,0.494,1941980,10.3
202,532,16-05-2018 00:00,5,16,5,2018,Wednesday,0.004,580,1.555,1.383,652,0.496,0,0.902,0.496,0.307,0,0,0,0,0,0,0,0,0,0,463,373,97.94,167,7959,52,545,0,0,0,0,0,0,42,0,0,0,0,0,0,0,2.5833,31,2.018,0,0,133.3076,1725,0,0,0,0,0,0,51.36,273,225705,17163.9628,493,0.803,1865982,9.16
203,712,21-05-2018 00:00,5,21,5,2018,Monday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,356,130,96.62,181,5174,34,796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.47,345,100433,9640.3262,762,0,842052,8.9
204,462,29-05-2018 00:00,8,29,5,2018,Tuesday,0.001,0,0,0,0,0,0,0,0,0.182,0,0,0,0,0,0,0,0,0,0,490,631,97.83,226,10175,47,878,0,0,0,0,0,1.65,182,3,0,0,0,0,0,0,1.8841,130,8.0429,0.1177,11,117.2897,2041,0,0,0,0,0,0,47.18,218,274941,16682.4223,831,0.182,2623175,8.17
